 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | pileup | -0.0126036 / 0.0126004 | -0.0159619 / 0.0159567 | -0.0103086 / 0.0103064 | -0.00173312 / 0.00173306 | -0.0121417 / 0.0121388 | -0.0125776 / 0.0125744 | -0.0236002 / 0.0235886 | 0.0161911 / -0.0161961 | -0.0225777 / 0.0225672 | -nan / -nan | -nan / -nan |
 | jvt | -0.00550412 / 0.00550392 | -0.00208214 / 0.00208211 | -0.00401759 / 0.00401749 | 0.00108603 / -0.00108604 | 0.000652187 / -0.00065219 | -0.000395789 / 0.000395788 | 0.000343303 / -0.000343303 | -0.000172025 / 0.000172025 | 0.00312594 / -0.003126 | -nan / -nan | -nan / -nan |
 | EL_SF_Trigger | 0.000145707 / -0.000145707 | 0.000153736 / -0.000153736 | 0.000214843 / -0.000214844 | 0.000194861 / -0.000194862 | 0.000174206 / -0.000174207 | 0.000173189 / -0.000173189 | 0.000318681 / -0.000318682 | 0.000425632 / -0.000425633 | 0.000109251 / -0.000109252 | -nan / -nan | -nan / -nan |
 | EL_SF_Reco | 0.00249704 / -0.00249708 | 0.00250687 / -0.00250691 | 0.00275178 / -0.00275183 | 0.00265049 / -0.00265054 | 0.00234152 / -0.00234156 | 0.00248979 / -0.00248983 | 0.00406195 / -0.00406206 | 0.00495591 / -0.00495607 | 0.00340737 / -0.00340745 | -nan / -nan | -nan / -nan |
 | EL_SF_ID | 0.0141401 / -0.0141409 | 0.014279 / -0.0142799 | 0.0159847 / -0.0159859 | 0.0147012 / -0.0147022 | 0.0130775 / -0.0130782 | 0.0144206 / -0.0144215 | 0.0231607 / -0.0231633 | 0.0277058 / -0.0277098 | 0.0105286 / -0.0105291 | -nan / -nan | -nan / -nan |
 | EL_SF_Isol | 0.0189057 / -0.0189057 | 0.0177639 / -0.0177639 | 0.0172919 / -0.0172918 | 0.0181926 / -0.0181925 | 0.0161328 / -0.0161327 | 0.0173801 / -0.01738 | 0.0177717 / -0.0177717 | 0.0200215 / -0.0200215 | 0.0180269 / -0.0180268 | -nan / -nan | -nan / -nan |
 | MU_SF_Trigger_STAT | 0.000252047 / -0.000252047 | 0.000305833 / -0.000305834 | 0.000268556 / -0.000268556 | 0.000194994 / -0.000194994 | 0.0002797 / -0.000279701 | 0.000277807 / -0.000277808 | 0.000371486 / -0.000371487 | 0.000135461 / -0.000135461 | 4.0957e-05 / -4.0957e-05 | -nan / -nan | -nan / -nan |
 | MU_SF_Trigger_SYST | -0.000571226 / 0.000571224 | -0.000666605 / 0.000666602 | -0.000658579 / 0.000658576 | -0.000542879 / 0.000542877 | -0.000613718 / 0.000613715 | -0.00066306 / 0.000663057 | -0.000991257 / 0.00099125 | -0.000945035 / 0.000945029 | -0.00126261 / 0.0012626 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_STAT | 0.000879085 / -0.00087909 | 0.000923619 / -0.000923625 | 0.000863103 / -0.000863108 | 0.000533585 / -0.000533587 | 0.000910837 / -0.000910843 | 0.000917428 / -0.000917433 | 0.000869078 / -0.000869083 | 0.000655494 / -0.000655497 | 0.000608504 / -0.000608507 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_STAT_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan | -nan / -nan |
