 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | pileup | -0.0102474 / 0.0102453 | -0.00871614 / 0.00871462 | -0.00772651 / 0.00772532 | -0.000964726 / 0.000964707 | -0.00503736 / 0.00503686 | -0.0127 / 0.0126968 | -0.00522334 / 0.0052228 | 0.0583098 / -0.0583674 | 0.00780526 / -0.00780643 | -nan / -nan | -nan / -nan |
 | jvt | 0.0018239 / -0.00182392 | 0.00129 / -0.00129001 | 0.00164953 / -0.00164955 | 0.00286961 / -0.00286966 | 0.0030974 / -0.00309746 | 0.00243115 / -0.00243119 | 0.00407144 / -0.00407155 | -0.00124884 / 0.00124883 | 0.00477327 / -0.00477342 | -nan / -nan | -nan / -nan |
 | EL_SF_Trigger | 0.000130051 / -0.000130051 | 0.00019558 / -0.000195581 | 0.000193371 / -0.000193371 | 0.00016393 / -0.00016393 | 0.000143861 / -0.000143861 | 0.00016279 / -0.00016279 | 0.000433592 / -0.000433593 | 0.000727485 / -0.000727488 | 0.000131473 / -0.000131473 | -nan / -nan | -nan / -nan |
 | EL_SF_Reco | 0.00245503 / -0.00245507 | 0.00258736 / -0.0025874 | 0.00277514 / -0.00277519 | 0.00266534 / -0.00266539 | 0.00240231 / -0.00240235 | 0.00248799 / -0.00248803 | 0.00482648 / -0.00482664 | 0.00924766 / -0.00924823 | 0.00299566 / -0.00299572 | -nan / -nan | -nan / -nan |
 | EL_SF_ID | 0.0142447 / -0.0142456 | 0.0158275 / -0.0158286 | 0.0163714 / -0.0163726 | 0.0155506 / -0.0155517 | 0.0137843 / -0.0137851 | 0.014289 / -0.0142899 | 0.0282732 / -0.0282774 | 0.0504565 / -0.0504726 | 0.0168103 / -0.0168116 | -nan / -nan | -nan / -nan |
 | EL_SF_Isol | 0.0186253 / -0.0186252 | 0.017085 / -0.0170849 | 0.0182145 / -0.0182145 | 0.0162667 / -0.0162666 | 0.0165113 / -0.0165112 | 0.0176358 / -0.0176357 | 0.0189711 / -0.018971 | 0.0354253 / -0.0354265 | 0.0206403 / -0.0206403 | -nan / -nan | -nan / -nan |
 | MU_SF_Trigger_STAT | 0.000235703 / -0.000235704 | 0.000309078 / -0.000309078 | 0.000265428 / -0.000265429 | 0.000226598 / -0.000226598 | 0.000239223 / -0.000239224 | 0.00025401 / -0.00025401 | 0.000269334 / -0.000269335 | -2.5791e-05 / 2.5791e-05 | 0.000177371 / -0.000177371 | -nan / -nan | -nan / -nan |
 | MU_SF_Trigger_SYST | -0.000491315 / 0.000491314 | -0.00058785 / 0.000587848 | -0.000600034 / 0.000600031 | -0.000538386 / 0.000538384 | -0.000515522 / 0.000515521 | -0.000588861 / 0.000588859 | -0.00111221 / 0.0011122 | 0.000249158 / -0.000249158 | -0.000413204 / 0.000413202 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_STAT | 0.000891937 / -0.000891942 | 0.000985238 / -0.000985244 | 0.000901838 / -0.000901844 | 0.000867778 / -0.000867783 | 0.000887369 / -0.000887374 | 0.000914658 / -0.000914664 | 0.000834385 / -0.00083439 | -2.57004e-05 / 2.57004e-05 | 0.000758018 / -0.000758022 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_STAT_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_SYST | 0.00375894 / -0.00375903 | 0.00297988 / -0.00297994 | 0.0027091 / -0.00270915 | 0.00374546 / -0.00374555 | 0.00381602 / -0.00381611 | 0.00314049 / -0.00314056 | 0.00228744 / -0.00228748 | 0.000161131 / -0.000161131 | 0.00340269 / -0.00340277 | -nan / -nan | -nan / -nan |
