 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | pileup | -0.0132275 / 0.0132255 | -0.00212914 / 0.00212909 | -0.00666205 / 0.00666155 | -0.0120898 / 0.0120881 | -0.0139039 / 0.0139017 | -0.00518464 / 0.00518434 | -0.0173723 / 0.0173688 | -0.00231424 / 0.00231418 | 0.0103503 / -0.0103515 | -nan / -nan | -nan / -nan |
 | jvt | -0.00716543 / 0.00716509 | -0.00372461 / 0.00372451 | -0.00874014 / 0.00873963 | -0.00120264 / 0.00120263 | -0.00231677 / 0.00231673 | -0.00208395 / 0.00208392 | -0.00184538 / 0.00184536 | 0.00106817 / -0.00106817 | -0.0034295 / 0.00342943 | -nan / -nan | -nan / -nan |
 | EL_SF_Trigger | 0.000126358 / -0.000126358 | 0.000176238 / -0.000176238 | 0.000170794 / -0.000170794 | 0.000179643 / -0.000179643 | 0.000133522 / -0.000133522 | 0.000148244 / -0.000148244 | 0.000268058 / -0.000268059 | 0.000213198 / -0.000213199 | 0.0001677 / -0.0001677 | -nan / -nan | -nan / -nan |
 | EL_SF_Reco | 0.00241095 / -0.00241099 | 0.00274977 / -0.00274982 | 0.00248803 / -0.00248807 | 0.00232024 / -0.00232027 | 0.00234446 / -0.00234449 | 0.0022898 / -0.00228984 | 0.00357677 / -0.00357685 | 0.00497931 / -0.00497947 | 0.00670337 / -0.00670367 | -nan / -nan | -nan / -nan |
 | EL_SF_ID | 0.013076 / -0.0130783 | 0.016184 / -0.0161875 | 0.0146372 / -0.0146401 | 0.0133466 / -0.013349 | 0.0131744 / -0.0131767 | 0.0124753 / -0.0124774 | 0.0204358 / -0.0204415 | 0.0275893 / -0.0275997 | 0.0727825 / -0.0728578 | -nan / -nan | -nan / -nan |
 | EL_SF_Isol | 0.0189896 / -0.0189955 | 0.0207916 / -0.0207986 | 0.0181133 / -0.0181186 | 0.0170291 / -0.0170338 | 0.0162866 / -0.0162909 | 0.017741 / -0.0177462 | 0.0203485 / -0.0203553 | 0.0142368 / -0.0142401 | 0.0162086 / -0.0162129 | -nan / -nan | -nan / -nan |
 | MU_SF_Trigger_STAT | 0.000225483 / -0.000225483 | 0.000186878 / -0.000186878 | 0.000237971 / -0.000237971 | 0.000228436 / -0.000228437 | 0.000231347 / -0.000231347 | 0.000259278 / -0.000259279 | 0.00035645 / -0.000356451 | 0.000627972 / -0.000627974 | 0.000100056 / -0.000100056 | -nan / -nan | -nan / -nan |
 | MU_SF_Trigger_SYST | -0.000499972 / 0.00049997 | -0.000537134 / 0.000537132 | -0.0005265 / 0.000526498 | -0.000506421 / 0.000506419 | -0.000506433 / 0.000506431 | -0.000567861 / 0.000567859 | -0.000920421 / 0.000920415 | -0.0019158 / 0.00191578 | -0.000260579 / 0.000260579 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_STAT | 0.000912075 / -0.000912081 | 0.000893068 / -0.000893073 | 0.000833828 / -0.000833833 | 0.000900985 / -0.000900991 | 0.000914308 / -0.000914313 | 0.00089446 / -0.000894465 | 0.00074188 / -0.000741884 | 0.000898264 / -0.000898269 | 0.00064638 / -0.000646382 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_STAT_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_SYST | 0.0036959 / -0.00369599 | 0.00293046 / -0.00293052 | 0.0029122 / -0.00291225 | 0.00340322 / -0.0034033 | 0.00370529 / -0.00370538 | 0.00318618 / -0.00318624 | 0.00255623 / -0.00255627 | 0.00255196 / -0.002552 | 0.00262319 / -0.00262324 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_SYST_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan | -nan / -nan |
 | MU_SF_Isol_STAT | 0.00741471 / -0.00741507 | 0.00684573 / -0.00684604 | 0.00317131 / -0.00317138 | 0.00594266 / -0.0059429 | 0.00626326 / -0.00626351 | 0.00326338 / -0.00326345 | 0.00619486 / -0.00619512 | 0.00228545 / -0.00228548 | 0.0056852 / -0.00568541 | -nan / -nan | -nan / -nan |
 | MU_SF_Isol_SYST | 0.0167489 / -0.0167503 | 0.0179962 / -0.0179978 | 0.0154034 / -0.0154046 | 0.0182793 / -0.0182811 | 0.0176089 / -0.0176105 | 0.0163902 / -0.0163916 | 0.02162 / -0.0216225 | 0.0220553 / -0.022058 | 0.01297 / -0.0129708 | -nan / -nan | -nan / -nan |
 | MU_SF_TTVA_STAT | 0.000561811 / -0.000561813 | 0.0004414 / -0.000441401 | 0.000475562 / -0.000475563 | 0.000492872 / -0.000492874 | 0.00055261 / -0.000552612 | 0.000481288 / -0.000481289 | 0.000447811 / -0.000447812 | 0.00044043 / -0.000440431 | 0.000508776 / -0.000508778 | -nan / -nan | -nan / -nan |
 | MU_SF_TTVA_SYST | 0.000708107 / -0.00070811 | 0.00054337 / -0.000543372 | 0.000558838 / -0.00055884 | 0.000569048 / -0.00056905 | 0.000672981 / -0.000672984 | 0.000558031 / -0.000558033 | 0.000489808 / -0.000489809 | 0.000388986 / -0.000388987 | 0.000394664 / -0.000394665 | -nan / -nan | -nan / -nan |
 | bTagSF_eigenvars_B_0 | -0.00943115 / 0.00942882 | -0.012519 / 0.0125149 | -0.00902835 / 0.00902621 | -2.07077e-05 / 2.07077e-05 | -0.00561836 / 0.00561753 | -0.0124169 / 0.0124129 | -0.0125876 / 0.0125834 | -0.0169736 / 0.0169661 | -0.00915845 / 0.00915625 | -nan / -nan | -nan / -nan |
 | bTagSF_eigenvars_B_1 | -0.00727271 / 0.00727236 | -0.00673779 / 0.00673748 | -0.00720973 / 0.00720938 | -1.464e-06 / 1.464e-06 | -0.00204682 / 0.00204679 | -0.00597847 / 0.00597823 | -0.00605383 / 0.00605359 | -0.00321745 / 0.00321738 | -0.00383099 / 0.00383089 | -nan / -nan | -nan / -nan |
 | bTagSF_eigenvars_B_2 | 0.00326543 / -0.00326551 | 0.00360506 / -0.00360514 | 0.00377927 / -0.00377936 | 5.15594e-06 / -5.15594e-06 | 0.000904986 / -0.000904991 | 0.00359917 / -0.00359926 | 0.00398448 / -0.00398459 | 0.00284822 / -0.00284827 | 0.00299476 / -0.00299482 | -nan / -nan | -nan / -nan |
 | bTagSF_eigenvars_B_3 | 0.000588118 / -0.000588121 | 0.000588347 / -0.000588349 | 0.000823164 / -0.000823168 | -6.03554e-06 / 6.03554e-06 | -6.27985e-05 / 6.27985e-05 | 9.36171e-05 / -9.36172e-05 | 0.000300225 / -0.000300225 | -0.000876475 / 0.000876469 | -2.02896e-05 / 2.02896e-05 | -nan / -nan | -nan / -nan |
 | bTagSF_eigenvars_B_4 | -0.000119104 / 0.000119104 | -0.000133742 / 0.000133742 | -0.000107918 / 0.000107918 | 2.1193e-06 / -2.1193e-06 | -6.62901e-06 / 6.62901e-06 | -8.8783e-05 / 8.8783e-05 | -0.000150088 / 0.000150088 | -3.84469e-05 / 3.84469e-05 | -0.000333586 / 0.000333585 | -nan / -nan | -nan / -nan |
 | bTagSF_eigenvars_B_5 | -2.76138e-05 / 2.76138e-05 | -1.33277e-05 / 1.33277e-05 | -3.48885e-05 / 3.48885e-05 | -8.06712e-07 / 8.06712e-07 | -6.79185e-06 / 6.79185e-06 | -1.45931e-05 / 1.45931e-05 | -2.58423e-05 / 2.58423e-05 | 1.18845e-05 / -1.18845e-05 | 3.37424e-05 / -3.37424e-05 | -nan / -nan | -nan / -nan |
 | bTagSF_eigenvars_B_6 | 8.66907e-07 / -8.66907e-07 | -3.8819e-07 / 3.8819e-07 | 2.45978e-06 / -2.45978e-06 | 2.05363e-07 / -2.05363e-07 | -1.20906e-07 / 1.20906e-07 | 1.64546e-06 / -1.64546e-06 | 3.04058e-06 / -3.04058e-06 | -5.68839e-07 / 5.68839e-07 | 1.02642e-05 / -1.02642e-05 | -nan / -nan | -nan / -nan |
 | bTagSF_eigenvars_B_7 | -1.51803e-07 / 1.51803e-07 | -1.43961e-07 / 1.43961e-07 | 4.39331e-08 / -4.39331e-08 | -3.23233e-08 / 3.23233e-08 | -5.9784e-08 / 5.9784e-08 | -1.93015e-08 / 1.93015e-08 | 3.62752e-07 / -3.62752e-07 | 2.91149e-07 / -2.91149e-07 | -1.58532e-06 / 1.58532e-06 | -nan / -nan | -nan / -nan |
 | bTagSF_eigenvars_B_8 | 1.9589e-08 / -1.9589e-08 | -8.6175e-09 / 8.6175e-09 | -3.28632e-09 / 3.28632e-09 | -2.70076e-09 / 2.70076e-09 | 8.16221e-09 / -8.16221e-09 | 1.5044e-08 / -1.5044e-08 | 2.24163e-08 / -2.24163e-08 | -7.26969e-09 / 7.26969e-09 | 4.08073e-08 / -4.08073e-08 | -nan / -nan | -nan / -nan |
