 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | pileup | -0.0103667 / 0.0103655 | -0.00880536 / 0.00880448 | -0.00781456 / 0.00781387 | -0.000966216 / 0.000966206 | -0.00509212 / 0.00509183 | -0.0128387 / 0.0128368 | -0.00528332 / 0.005283 | 0.0589025 / -0.058933 | 0.00788399 / -0.00788465 | -nan / -nan | -nan / -nan |
 | jvt | 0.00182374 / -0.00182376 | 0.00128969 / -0.00128971 | 0.00164876 / -0.00164878 | 0.00286813 / -0.00286819 | 0.00309774 / -0.0030978 | 0.00243104 / -0.00243108 | 0.00407343 / -0.00407354 | -0.00125053 / 0.00125052 | 0.00477307 / -0.00477322 | -nan / -nan | -nan / -nan |
 | EL_SF_Trigger | 0.000130054 / -0.000130054 | 0.000195502 / -0.000195502 | 0.000193397 / -0.000193398 | 0.000163889 / -0.00016389 | 0.000143872 / -0.000143872 | 0.000162798 / -0.000162798 | 0.00043334 / -0.000433341 | 0.000727765 / -0.000727768 | 0.000131515 / -0.000131516 | -nan / -nan | -nan / -nan |
 | EL_SF_Reco | 0.00245518 / -0.00245522 | 0.00258681 / -0.00258686 | 0.00277537 / -0.00277542 | 0.00266512 / -0.00266517 | 0.00240256 / -0.00240259 | 0.0024883 / -0.00248834 | 0.00482559 / -0.00482575 | 0.00924906 / -0.00924964 | 0.00299669 / -0.00299675 | -nan / -nan | -nan / -nan |
 | EL_SF_ID | 0.0142883 / -0.014291 | 0.015871 / -0.0158744 | 0.0164238 / -0.0164275 | 0.0155956 / -0.0155989 | 0.0138264 / -0.013829 | 0.0143327 / -0.0143355 | 0.028361 / -0.028372 | 0.0506812 / -0.0507169 | 0.0168676 / -0.0168715 | -nan / -nan | -nan / -nan |
 | EL_SF_Isol | 0.0187144 / -0.0187201 | 0.0171626 / -0.0171674 | 0.0183007 / -0.0183061 | 0.0163428 / -0.0163471 | 0.0165898 / -0.0165942 | 0.0177198 / -0.0177249 | 0.0190552 / -0.0190611 | 0.0355963 / -0.0356172 | 0.0207463 / -0.0207533 | -nan / -nan | -nan / -nan |
 | MU_SF_Trigger_STAT | 0.000235711 / -0.000235712 | 0.000309118 / -0.000309118 | 0.000265426 / -0.000265427 | 0.00022666 / -0.000226661 | 0.00023924 / -0.00023924 | 0.00025402 / -0.00025402 | 0.000269514 / -0.000269514 | -2.57822e-05 / 2.57822e-05 | 0.000177378 / -0.000177378 | -nan / -nan | -nan / -nan |
 | MU_SF_Trigger_SYST | -0.000491336 / 0.000491335 | -0.000587946 / 0.000587944 | -0.000600099 / 0.000600097 | -0.000538626 / 0.000538624 | -0.000515641 / 0.000515639 | -0.000588823 / 0.00058882 | -0.00111235 / 0.00111234 | 0.000249155 / -0.000249155 | -0.000412959 / 0.000412958 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_STAT | 0.000891885 / -0.00089189 | 0.000985503 / -0.000985509 | 0.000901849 / -0.000901854 | 0.000867768 / -0.000867773 | 0.000887275 / -0.00088728 | 0.000914586 / -0.000914592 | 0.000834584 / -0.000834589 | -2.5747e-05 / 2.5747e-05 | 0.000757566 / -0.00075757 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_STAT_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan | -nan / -nan |
