 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | pileup | -0.00319143 / 0.00319134 | -0.00118903 / 0.00118902 | -0.0041519 / 0.00415174 | 0.00433579 / -0.00433596 | -0.000882036 / 0.000882029 | -0.00144983 / 0.00144981 | -0.00303739 / 0.00303731 | -0.00137447 / 0.00137446 | 0.0257753 / -0.0257804 | -nan / -nan | -nan / -nan |
 | jvt | 0.0021577 / -0.00215773 | 0.00253709 / -0.00253713 | 0.000685091 / -0.000685094 | 0.00322619 / -0.00322626 | 0.00346416 / -0.00346423 | 0.00248921 / -0.00248925 | 0.00310778 / -0.00310784 | 0.00554393 / -0.00554413 | 0.00392881 / -0.00392891 | -nan / -nan | -nan / -nan |
 | EL_SF_Trigger | 0.000134863 / -0.000134863 | 0.00018627 / -0.000186271 | 0.000189107 / -0.000189108 | 0.000164856 / -0.000164856 | 0.000159943 / -0.000159943 | 0.000167413 / -0.000167413 | 0.000310234 / -0.000310235 | 0.000263502 / -0.000263503 | 9.56216e-05 / -9.56216e-05 | -nan / -nan | -nan / -nan |
 | EL_SF_Reco | 0.00240696 / -0.002407 | 0.00238785 / -0.00238789 | 0.00266852 / -0.00266857 | 0.00250512 / -0.00250516 | 0.00238728 / -0.00238732 | 0.00243168 / -0.00243172 | 0.0043708 / -0.00437093 | 0.00438971 / -0.00438984 | 0.00276216 / -0.00276221 | -nan / -nan | -nan / -nan |
 | EL_SF_ID | 0.0132354 / -0.0132355 | 0.0145661 / -0.0145662 | 0.0149753 / -0.0149753 | 0.0134263 / -0.0134263 | 0.0132872 / -0.0132873 | 0.0138836 / -0.0138836 | 0.0256051 / -0.0256058 | 0.0350796 / -0.0350815 | 0.0118503 / -0.0118503 | -nan / -nan | -nan / -nan |
 | EL_SF_Isol | 0.0190376 / -0.0190358 | 0.0177648 / -0.0177633 | 0.0182133 / -0.0182116 | 0.0168501 / -0.0168487 | 0.0164968 / -0.0164954 | 0.017579 / -0.0175775 | 0.0182718 / -0.0182701 | 0.0187343 / -0.0187326 | 0.0131926 / -0.0131917 | -nan / -nan | -nan / -nan |
 | MU_SF_Trigger_STAT | 0.000236212 / -0.000236212 | 0.000242697 / -0.000242697 | 0.000276866 / -0.000276866 | 0.000229571 / -0.000229572 | 0.000244389 / -0.000244389 | 0.000256178 / -0.000256179 | 0.000363182 / -0.000363182 | 0.000518273 / -0.000518274 | 0.000132676 / -0.000132676 | -nan / -nan | -nan / -nan |
 | MU_SF_Trigger_SYST | -0.000526396 / 0.000526394 | -0.000632496 / 0.000632493 | -0.000655317 / 0.000655315 | -0.00052114 / 0.000521138 | -0.000540752 / 0.00054075 | -0.000630461 / 0.000630458 | -0.000900635 / 0.00090063 | -0.00186165 / 0.00186163 | -0.000421829 / 0.000421827 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_STAT | 0.000903423 / -0.000903429 | 0.000933847 / -0.000933853 | 0.000897772 / -0.000897778 | 0.000866191 / -0.000866196 | 0.000898123 / -0.000898129 | 0.000892878 / -0.000892883 | 0.000773385 / -0.000773389 | 0.000901941 / -0.000901946 | 0.000631032 / -0.000631035 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_STAT_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_SYST | 0.00330835 / -0.00330842 | 0.00296342 / -0.00296348 | 0.00272818 / -0.00272823 | 0.00325132 / -0.00325139 | 0.00330086 / -0.00330093 | 0.0028626 / -0.00286265 | 0.00249087 / -0.00249091 | 0.00261011 / -0.00261016 | 0.00289107 / -0.00289112 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_SYST_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan | -nan / -nan |
