 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | pileup | -0.0102597 / 0.0102587 | -0.00872716 / 0.0087264 | -0.00773623 / 0.00773564 | -0.000965934 / 0.000965926 | -0.0050439 / 0.00504365 | -0.0127145 / 0.0127128 | -0.00523043 / 0.00523016 | 0.058452 / -0.0584716 | 0.00781766 / -0.00781821 | -nan / -nan | -nan / -nan |
 | jvt | 0.00182389 / -0.00182391 | 0.00128998 / -0.00128999 | 0.00164952 / -0.00164954 | 0.00286961 / -0.00286966 | 0.00309738 / -0.00309745 | 0.00243116 / -0.0024312 | 0.00407164 / -0.00407175 | -0.00124938 / 0.00124937 | 0.00477328 / -0.00477342 | -nan / -nan | -nan / -nan |
 | EL_SF_Trigger | 0.000130051 / -0.000130051 | 0.000195579 / -0.000195579 | 0.000193371 / -0.000193371 | 0.000163928 / -0.000163928 | 0.000143861 / -0.000143861 | 0.00016279 / -0.00016279 | 0.000433587 / -0.000433588 | 0.000727501 / -0.000727505 | 0.000131473 / -0.000131473 | -nan / -nan | -nan / -nan |
 | EL_SF_Reco | 0.00245503 / -0.00245507 | 0.00258735 / -0.0025874 | 0.00277514 / -0.00277519 | 0.00266533 / -0.00266538 | 0.00240231 / -0.00240235 | 0.00248799 / -0.00248803 | 0.00482646 / -0.00482661 | 0.00924773 / -0.0092483 | 0.00299564 / -0.0029957 | -nan / -nan | -nan / -nan |
 | EL_SF_ID | 0.0142429 / -0.014243 | 0.0158252 / -0.0158253 | 0.0163691 / -0.0163693 | 0.0155484 / -0.0155485 | 0.0137826 / -0.0137826 | 0.0142872 / -0.0142872 | 0.0282678 / -0.0282687 | 0.0504423 / -0.0504486 | 0.0168079 / -0.016808 | -nan / -nan | -nan / -nan |
 | EL_SF_Isol | 0.0186217 / -0.01862 | 0.0170818 / -0.0170803 | 0.0182111 / -0.0182095 | 0.0162637 / -0.0162623 | 0.0165083 / -0.0165069 | 0.0176325 / -0.017631 | 0.0189674 / -0.0189656 | 0.0354159 / -0.0354113 | 0.0206363 / -0.0206342 | -nan / -nan | -nan / -nan |
 | MU_SF_Trigger_STAT | 0.000235703 / -0.000235703 | 0.000309078 / -0.000309079 | 0.000265427 / -0.000265427 | 0.000226599 / -0.0002266 | 0.000239223 / -0.000239223 | 0.00025401 / -0.00025401 | 0.000269334 / -0.000269334 | -2.57911e-05 / 2.57911e-05 | 0.000177372 / -0.000177372 | -nan / -nan | -nan / -nan |
 | MU_SF_Trigger_SYST | -0.000491315 / 0.000491313 | -0.00058785 / 0.000587848 | -0.000600032 / 0.00060003 | -0.000538392 / 0.00053839 | -0.000515523 / 0.000515521 | -0.000588859 / 0.000588857 | -0.00111223 / 0.00111222 | 0.000249158 / -0.000249158 | -0.000413199 / 0.000413198 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_STAT | 0.000891937 / -0.000891942 | 0.000985242 / -0.000985248 | 0.000901839 / -0.000901844 | 0.000867781 / -0.000867786 | 0.000887369 / -0.000887374 | 0.000914657 / -0.000914663 | 0.000834386 / -0.000834391 | -2.57024e-05 / 2.57024e-05 | 0.000758019 / -0.000758023 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_STAT_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_SYST | 0.00375894 / -0.00375904 | 0.0029799 / -0.00297996 | 0.0027091 / -0.00270915 | 0.00374548 / -0.00374557 | 0.00381602 / -0.00381611 | 0.0031405 / -0.00314056 | 0.00228744 / -0.00228748 | 0.000161103 / -0.000161103 | 0.0034027 / -0.00340278 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_SYST_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan | -nan / -nan |
 | MU_SF_Isol_STAT | 0.0085143 / -0.00851477 | 0.00730743 / -0.00730778 | 0.00285668 / -0.00285673 | 0.00683616 / -0.00683647 | 0.00727737 / -0.00727772 | 0.00339714 / -0.00339721 | 0.00685942 / -0.00685972 | -0.000349039 / 0.000349038 | 0.00576568 / -0.0057659 | -nan / -nan | -nan / -nan |
 | MU_SF_Isol_SYST | 0.0193431 / -0.0193465 | 0.0232633 / -0.0232682 | 0.0157156 / -0.0157177 | 0.0189437 / -0.0189469 | 0.0189229 / -0.0189261 | 0.0158947 / -0.0158969 | 0.0221248 / -0.0221292 | 0.0032209 / -0.00322099 | 0.0165148 / -0.0165172 | -nan / -nan | -nan / -nan |
 | MU_SF_TTVA_STAT | 0.000577279 / -0.000577281 | 0.000528285 / -0.000528287 | 0.000457487 / -0.000457488 | 0.000526395 / -0.000526397 | 0.000567722 / -0.000567724 | 0.000501079 / -0.000501081 | 0.000396956 / -0.000396957 | 4.55446e-05 / -4.55446e-05 | 0.000523119 / -0.000523121 | -nan / -nan | -nan / -nan |
