 |       | t#bar{t}Z+tWZ      | t#bar{t}W      | t#bar{t}H      | VV+LF      | VV+HF      | tZ      | t#bar{t}+Wt      | Other fakes      | Other      | FCNC (c)tZ      | FCNC t#bar{t}(cZ) |
 | pileup | -0.0130886 / 0.0130868 | -0.00210406 / 0.00210402 | -0.0065954 / 0.00659497 | -0.0119577 / 0.0119562 | -0.0137677 / 0.0137658 | -0.00512772 / 0.00512746 | -0.0171862 / 0.0171831 | -0.00226674 / 0.00226669 | 0.0102506 / -0.0102515 | -nan / -nan | -nan / -nan |
 | jvt | -0.00716559 / 0.00716525 | -0.00372426 / 0.00372417 | -0.00873863 / 0.00873812 | -0.00120219 / 0.00120218 | -0.00231673 / 0.00231669 | -0.00208389 / 0.00208386 | -0.00184554 / 0.00184551 | 0.00107039 / -0.0010704 | -0.00343033 / 0.00343025 | -nan / -nan | -nan / -nan |
 | EL_SF_Trigger | 0.000126369 / -0.000126369 | 0.000176224 / -0.000176224 | 0.000170803 / -0.000170803 | 0.000179661 / -0.000179661 | 0.000133533 / -0.000133533 | 0.000148242 / -0.000148242 | 0.000268043 / -0.000268044 | 0.000213193 / -0.000213193 | 0.000167708 / -0.000167708 | -nan / -nan | -nan / -nan |
 | EL_SF_Reco | 0.00241095 / -0.00241099 | 0.00274942 / -0.00274947 | 0.00248814 / -0.00248818 | 0.00232024 / -0.00232027 | 0.00234446 / -0.00234449 | 0.00228973 / -0.00228977 | 0.00357679 / -0.00357688 | 0.00497921 / -0.00497938 | 0.00670416 / -0.00670446 | -nan / -nan | -nan / -nan |
 | EL_SF_ID | 0.0130357 / -0.0130357 | 0.0161297 / -0.0161298 | 0.0145925 / -0.0145926 | 0.0133053 / -0.0133054 | 0.0131337 / -0.0131337 | 0.0124367 / -0.0124368 | 0.0203673 / -0.0203676 | 0.027494 / -0.0274948 | 0.0724266 / -0.0724464 | -nan / -nan | -nan / -nan |
 | EL_SF_Isol | 0.0188954 / -0.0188936 | 0.0206881 / -0.0206861 | 0.0180247 / -0.0180231 | 0.0169462 / -0.0169448 | 0.0162079 / -0.0162066 | 0.0176541 / -0.0176526 | 0.0202481 / -0.0202461 | 0.014169 / -0.0141679 | 0.0161301 / -0.0161288 | -nan / -nan | -nan / -nan |
 | MU_SF_Trigger_STAT | 0.000225532 / -0.000225533 | 0.000186869 / -0.000186869 | 0.000237967 / -0.000237968 | 0.000228457 / -0.000228457 | 0.000231355 / -0.000231355 | 0.000259299 / -0.000259299 | 0.000356471 / -0.000356472 | 0.000627893 / -0.000627896 | 0.000100052 / -0.000100052 | -nan / -nan | -nan / -nan |
 | MU_SF_Trigger_SYST | -0.000500085 / 0.000500084 | -0.000537117 / 0.000537116 | -0.000526509 / 0.000526508 | -0.000506442 / 0.00050644 | -0.000506447 / 0.000506446 | -0.000567887 / 0.000567885 | -0.000920502 / 0.000920496 | -0.00191614 / 0.00191612 | -0.000260604 / 0.000260603 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_STAT | 0.000912074 / -0.00091208 | 0.000892995 / -0.000893 | 0.000833848 / -0.000833853 | 0.000900965 / -0.000900971 | 0.000914309 / -0.000914315 | 0.000894469 / -0.000894474 | 0.000741814 / -0.000741818 | 0.000898303 / -0.000898309 | 0.000646363 / -0.000646366 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_STAT_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_SYST | 0.00369572 / -0.00369581 | 0.00293019 / -0.00293025 | 0.00291203 / -0.00291208 | 0.00340296 / -0.00340304 | 0.003705 / -0.00370509 | 0.00318601 / -0.00318608 | 0.00255615 / -0.00255619 | 0.002552 / -0.00255205 | 0.00262292 / -0.00262297 | -nan / -nan | -nan / -nan |
 | MU_SF_ID_SYST_LOWPT | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -nan / -nan | -nan / -nan |
 | MU_SF_Isol_STAT | 0.00741476 / -0.00741513 | 0.00684484 / -0.00684515 | 0.00317097 / -0.00317103 | 0.00594187 / -0.0059421 | 0.0062633 / -0.00626356 | 0.00326308 / -0.00326315 | 0.00619454 / -0.00619479 | 0.00228581 / -0.00228584 | 0.00568453 / -0.00568475 | -nan / -nan | -nan / -nan |
 | MU_SF_Isol_SYST | 0.016735 / -0.0167375 | 0.0179799 / -0.0179827 | 0.0153895 / -0.0153916 | 0.0182634 / -0.0182664 | 0.0175935 / -0.0175963 | 0.016376 / -0.0163784 | 0.0216012 / -0.0216054 | 0.0220369 / -0.0220413 | 0.0129579 / -0.0129593 | -nan / -nan | -nan / -nan |
 | MU_SF_TTVA_STAT | 0.000561758 / -0.00056176 | 0.000441297 / -0.000441298 | 0.000475526 / -0.000475528 | 0.000492782 / -0.000492783 | 0.000552564 / -0.000552566 | 0.000481247 / -0.000481249 | 0.000447719 / -0.00044772 | 0.000440372 / -0.000440373 | 0.000508742 / -0.000508744 | -nan / -nan | -nan / -nan |
